lng,lat,date,city,state,country,shape,duration,comments,year,month,day
-83.1625,39.9130556,9/17/2010 19:40,galloway,oh,us,other,600,5 objects with comet tails some still some moving over Galloway OH,2010,9,17
-93.2172222,30.2263889,9/17/2010 22:30,lake charles,la,us,light,900,The following description was provided to me from a work associate.  He describes that he was awakened one night&#44 around 10:30 pm by hi,2010,9,17
-118.2130556,34.1388889,9/18/2010 3:50,eagle rock,ca,us,sphere,10,Glowing Sphere over Eagle Rock&#44 CA,2010,9,18
-85.7594444,38.2541667,9/18/2010 21:30,louisville,ky,us,triangle,3600,I seen about 12 objects that were in the shape of a triangle&#44 that had lights on them. Some looked as if they were burning. There was n,2010,9,18
-79.8344444,42.2155556,9/18/2010 23:00,north east,pa,us,fireball,20,Fireball over North East Pennsylvania moves across Lake Erie towards Canada,2010,9,18
-95.9375,41.2586111,9/19/2010 21:00,omaha,ne,us,fireball,180,Red light over NW Omaha moving south to north before fading away completely.,2010,9,19
-94.3356,38.2538,9/21/2010 2:00,butler,mo,us,unknown,300,Alien like figures seen near and on buildings of our town square along with many yellow lights overhead.,2010,9,21
-79.5666667,40.5813889,9/21/2010 8:59,apollo,pa,us,light,3600,a LIGHT that moves around like a &quot;firefly&quot;. Then changes color.,2010,9,21
-75.9783333,36.8527778,9/21/2010 9:35,virginia beach,va,us,sphere,120,Ufo In Virginia Beach,2010,9,21
-104.7002778,38.6822222,9/21/2010 18:00,fountain,co,us,oval,600,Large Grey Metallic Object Over Cheyenne Mountain (NORAD) Area.,2010,9,21
-80.5888889,28.0341667,9/21/2010 21:30,palm bay,fl,us,oval,5,LARGE YELLOW AND RED OBJECT OVER USAF TRACKING STATION,2010,9,21
-88.0802778,37.0944444,9/22/2010 0:20,eddyville,ky,us,sphere,120,Slow moving amber orb over Southeast Lyon Co.&#44 KY.,2010,9,22
-118.2427778,34.0522222,9/22/2010 21:30,los angeles,ca,us,other,30,it was shaped liked an octopus and it was dark in color and the arms were rotating around the center they were moveing to independently,2010,9,22
-97.2255556,32.6466667,9/24/2010 2:23,kennedale,tx,us,disk,1980,Saucer-shaped obj. w/ rotating red&#44 white and sometimes red lights&#44 moving and hovering for 33 min.((NUFORC Note:  Possible star?PD)),2010,9,24
-114.9811111,36.0397222,9/24/2010 19:30,henderson,nv,us,fireball,0.5,Bright Green Fireball in night sky travelling west-east over Henderson NV  Food for Less parking lot 9-24-10,2010,9,24
-78.6388889,35.7719444,9/25/2010 11:15,raleigh,nc,us,cylinder,3,Cylindrical Object Over Raleigh NC,2010,9,25
-82.4586111,27.9472222,9/25/2010 15:30,tampa,fl,us,rectangle,30,Apparently one dimensional grey rectangle floating low in sky in broad daylight&#44 busy traffic&#44 somewhat fluid looking. 500 Lights O,2010,9,25
-73.41,41.4825,9/25/2010 19:15,brookfield,ct,us,other,15,Bright orange/yellow object moving at high speed making no sound,2010,9,25
-88.0416667,42.3444444,9/25/2010 21:15,grayslake,il,us,rectangle,300,Large black rectangular object moving silently towards the east horizon; no sound; no lights&#44 but entered the atmosphere with a bright,2010,9,25
-73.0825,40.7358333,9/26/2010 4:30,sayville,ny,us,other,20,Looking to the sky on a very clear night we saw a glowing object that was reasonably close maybe 1-2 miles in the sky east of us. The a,2010,9,26
-74.0513889,40.2961111,9/26/2010 12:00,eatontown,nj,us,disk,3,ufo,2010,9,26
-81.8869444,28.5780556,9/26/2010 22:00,mascotte,fl,us,unknown,20,Fast moving Bright Light.,2010,9,26
-97.8769444,29.9888889,9/27/2010 22:15,kyle,tx,us,chevron,4,Huge bommerange shaped UFO with faint red lights flying stealth northwest to southeast,2010,9,27
-118.4902778,34.0194444,9/28/2010 10:02,santa monica,ca,us,oval,1800,object  made  by many rings,2010,9,28
-90.3711111,40.9477778,9/28/2010 13:00,galesburg,il,us,oval,240,Three people saw two objects&#44one was a jet the other unknown oval gray object. The jet was following the oval object at great speed but,2010,9,28
-123.0338889,44.9430556,9/28/2010 14:47,salem,or,us,light,720,Sept. 28th 2010 13-15 or more bright objects seen in NE Salem Oregon&#44 at 2:27 PM PDT,2010,9,28
-109.7069444,32.8338889,9/28/2010 21:00,safford,az,us,unknown,300,White solid light making a very loud thumping sound,2010,9,28
-73.3838889,41.3025,9/28/2010 22:20,redding,ct,us,light,1800,I saw a bright light that slowly moved through the sky and seemed to have striations that looked like lightning bolts eminating from it,2010,9,28
-122.3244444,37.5630556,9/29/2010 21:00,san mateo,ca,us,light,60,UFO sighting and Flashing lights over San Mateo California,2010,9,29
-96.4,42.5,9/29/2010 23:00,sioux city,ia,us,other,8,9-12 white lights glide from north to south across morningside sky,2010,9,29
-117.7513889,34.0552778,9/29/2010 23:27,pomona,ca,us,formation,300,Spotted over the freeway - Flying Squid Like object,2010,9,29
-96.6986111,33.0197222,9/30/2010 10:37,plano,tx,us,disk,300,Collin County Sighting Plano&#44 TX &amp; Allen&#44 TX,2010,9,30
-91.6438889,42.0083333,9/30/2010 13:05,cedar rapids,ia,us,triangle,0.5,Flying object in the background of our video in video class flies 100 yards in less than 1/2 a second,2010,9,30
-88.2761111,42.6780556,9/30/2010 19:00,burlington,wi,us,diamond,3600,Flashing Lights Moving and Stationary In the South to Northwest Sky,2010,9,30
-117.3,34.4263889,9/30/2010 20:23,hesperia,ca,us,light,480,Strange lights not visible to the naked eye but not to the camara.,2010,9,30
-82.6644444,28.4319444,10/1/2010 6:25,aripeka,fl,us,light,8,White light (star) traveling very fast in sky.,2010,10,1
-122.1238889,48.1988889,10/1/2010 21:00,arlington,wa,us,oval,300,Blue and red jelly bean shaped craft&#44 hovering over Arlington Airport&#44 Washington State.,2010,10,1
-93.6088889,41.6005556,10/2/2010 2:12,des moines,ia,us,diamond,1500,Single light multiplied then came together as a diamond then became one and disappeared.,2010,10,2
-119.4344444,48.9391667,10/2/2010 17:00,oroville,wa,us,sphere,10800,Bright round saucer&#44 stationary&#44 red lights on right&#44 over Oroville&#44 WA,2010,10,2
-75.4905556,40.6083333,10/2/2010 20:00,allentown,pa,us,light,10,Two bright white lights.,2010,10,2
-88.2480556,42.5311111,10/2/2010 22:55,twin lakes,wi,us,cigar,15,Navy blue lighted wide object appeared over Twin Lakes Wisconsin and disappeared behind trees.,2010,10,2
-84.9191667,33.7319444,10/3/2010 16:30,villa rica,ga,us,fireball,900,14 &quot;Fire balls&quot; at a very high altitude with very little movement red and yellow in color Seen from West Ga USA,2010,10,3
-87.6213889,41.3405556,10/3/2010 19:30,beecher,il,us,light,5400,5 orange lights change intensity and move around in western sky near horizon.  ((NUFORC Note:  Possible stars??  PD)),2010,10,3
-90.6644444,42.5005556,10/3/2010 21:00,dubuque,ia,us,other,7200,northeast sky colors flickering,2010,10,3
-74.0063889,40.7141667,10/3/2010 22:00,new york city,ny,us,light,300,about 7 flying objects above New York Sky,2010,10,3
-106.8908333,34.0583333,10/3/2010 23:00,socorro,nm,us,cross,600,Red lights in line fly over me and dad and leave a line for a mile in the ground going straight .,2010,10,3
-104.9866667,39.8855556,10/4/2010 4:30,northglenn,co,us,circle,1200,circular craft that strobed different collors,2010,10,4
-122.3138889,47.8211111,10/4/2010 10:00,lynnwood,wa,us,circle,900,Bright white light over Lynnwood WA hovers for about 10 minutes before slowly moving East,2010,10,4
-121.4933333,38.5816667,10/5/2010 3:00,sacramento,ca,us,other,1800,Boomerang shaped wing&#44 flying silent and low over the I-5 outside of Sacramento.,2010,10,5
-82.9530556,39.7155556,10/5/2010 12:00,ashville,oh,us,disk,20,((HOAX??))  lights in the field. Five craft&#44 of all different size. Lifted from the field&#44 and took off.,2010,10,5
-99.4261111,31.8272222,10/5/2010 20:30,coleman,tx,us,unknown,60,Syncronised lights over Coleman&#44 Texas,2010,10,5
-121.9697222,47.8555556,10/5/2010 23:00,monroe,wa,us,light,15,Single white light turned into 5 flashing lights in a row.,2010,10,5
-78.8691667,38.4494444,10/6/2010 7:50,harrisonburg,va,us,triangle,300,Triangles &quot;dancing&quot; in the sky,2010,10,6
-80.1938889,25.7738889,10/6/2010 18:45,miami,fl,us,circle,45,The early afternoon of october 6&#44 2010 which was 6:45pm i was sitting in my living room and sense i have a sliding door that anyone cou,2010,10,6
-82.4505556,28.5555556,10/6/2010 21:07,spring hill,fl,us,formation,3,3 or 4 faint light formation traveling south to south east in perfect formation across sky.,2010,10,6
-122.3544444,47.9786111,10/7/2010 0:30,clinton,wa,us,cone,60,My home is on the south end of Whidbey Island in Washington. About 30 miles north of Seattle. The view from my bedroom is to the east,2010,10,7
-88.32,41.7605556,10/7/2010 5:05,aurora,il,us,other,10,Crystal clear morning (either 10/7 or 10/8). I went out to get my newspaper in the driveway and looked up at the sky to enjoy the stars,2010,10,7
-121.3288889,38.7083333,10/7/2010 19:30,antelope,ca,us,other,120,Crescent Moon shaped object in Sacramento County California,2010,10,7
-97.3205556,32.7252778,10/7/2010 20:15,fort worth,tx,us,circle,30,Very bright twin planet-like lights appearing to E/SE of Fort worth&#44 TX that faded out very fast.,2010,10,7
-99.9197222,31.5083333,10/7/2010 21:00,paint rock,tx,us,light,7200,Lights over Paint Rock,2010,10,7
-99.7327778,32.4486111,10/7/2010 22:35,abilene,tx,us,light,300,2 red lights appear and disappear in the southeast skys over Abilene.,2010,10,7
-149.9002778,61.2180556,10/8/2010 1:30,anchorage,ak,us,triangle,900,Silent Objects over Anchorage Alaska while northern lights were out.,2010,10,8
-81.2638889,28.9002778,10/8/2010 2:00,deltona,fl,us,light,50,Was no way a plane,2010,10,8
-77.2883333,42.8741667,10/8/2010 7:25,canandaigua,ny,us,flash,180,Intense bright obj moving at an extremely high rate of speed and disappearing out of atmosphere.  ((NUFORC Note:  Satellite?  PD)),2010,10,8
-96.9938889,33.0461111,10/8/2010 12:02,lewisville,tx,us,unknown,30,Denton Texas light show. 10/08/10,2010,10,8
-115.1363889,36.175,10/8/2010 18:00,las vegas,nv,us,light,300,Lights&#44 orbs or UFO&#39s were seen and filmed over Las Vegas the north mountains 10/08/10,2010,10,8
-81.3147222,29.8944444,10/9/2010 1:56,st. augustine,fl,us,unknown,4,I live in a rural area of Saint Johns County Florida .  The Ort cloud and many meteorites are always visible. The typical meteor streak,2010,10,9
-82.7719444,28.0194444,10/9/2010 9:00,dunedin,fl,us,triangle,21600,UFO&#39s over Dunedin&#44 FL nightly.  ((NUFORC Note:  We do not know what the witness is observing.  PD)),2010,10,9
-111.7883333,33.3527778,10/9/2010 17:38,gilbert,az,us,disk,480,My father and I witnessed 4 stationary disc shaped objects in the sky for around 6 minutes until they vanished.,2010,10,9
-90.4752778,41.0891667,10/9/2010 20:00,north henderson,il,us,triangle,3600,Unusual Aircraft Manuevers,2010,10,9
-95.7036111,32.4458333,10/9/2010 20:20,ben wheeler,tx,us,triangle,30,Elongated orange object moving rapidly from west to south then coming to a near stop before slowly continuing,2010,10,9
-76.7280556,39.9625,10/9/2010 21:40,york,pa,us,other,1200,three non-moving&#44 orange&#44  pulsating objects form triangle over night sky then disappear one at a time.,2010,10,9
-82.5188889,37.4791667,10/9/2010 23:00,pikeville,ky,us,diamond,2700,Light in sky,2010,10,9
-73.2052778,41.1669444,10/10/2010 17:10,bridgeport,ct,us,light,600,Saw a light in the sky fading in and out over Bridgeport&#44 CT.,2010,10,10
-122.5691667,45.4077778,10/10/2010 18:30,clackamas,or,us,triangle,120,triangular ufo sighting in oregon 10-10-10,2010,10,10
-72.6441667,41.8525,10/10/2010 20:20,windsor,ct,us,fireball,5,Bus sized fireball object over 91 about 3-400 ft up going about 150 mph at a downward 20 degree angle.,2010,10,10
-73.7566667,42.6525,10/10/2010 21:30,albany,ny,us,circle,10,Circle of light SUNY Albany.,2010,10,10
-73.7566667,42.6525,10/11/2010 4:50,albany,ny,us,oval,120,Oval metallic object,2010,10,11
-95.6158333,30.0969444,10/12/2010 6:00,tomball,tx,us,cigar,20,A ufo sits for ten seconds&#44 and disappears completely,2010,10,12
-97.1463889,31.5491667,10/12/2010 12:30,waco,tx,us,oval,300,Oval shaped aluminum colored object spotted in broad day light and dissapeared,2010,10,12
-84.6305556,41.92,10/12/2010 16:00,hillsdale,mi,us,circle,120,Hovering/moving white or metallic ball in the sky,2010,10,12
-77.0844444,38.8902778,10/12/2010 19:00,arlington,va,us,sphere,45,Moving object resembeling a star headed Southeast,2010,10,12
-90.4113889,38.7669444,10/12/2010 20:15,bridgeton,mo,us,rectangle,120,Dark rectangular object ascended into the sky near St. Louis International airport,2010,10,12
-104.6086111,38.2544444,10/13/2010 1:00,pueblo,co,us,flash,5,Red flash of light in the sky,2010,10,13
-94.5327778,38.8858333,10/13/2010 18:30,grandview,mo,us,chevron,10,Black V-shaped UFO with 5 orange lights.,2010,10,13
-84.4569444,39.1619444,10/13/2010 20:00,cincinnati,oh,us,unknown,300,On 10/13/10&#44 while driving&#44 I saw an unusual nonblinking&#44 stationary light over Cincinnati.,2010,10,13
-121.8875,37.5944444,10/13/2010 20:30,sunol,ca,us,other,12,Star that stops&#44 slows&#44 stops&#44slows&#44then drops out of sight.,2010,10,13
-98.0294444,43.7094444,10/14/2010 19:20,mitchell,sd,us,light,120,Dark object with lights around- went west and turned 90 degrees and shot north.,2010,10,14
-80.8433333,35.2269444,10/15/2010 16:20,charlotte,nc,us,cigar,10,Silver to turquise in color size of a car near charlotte motor speed way.,2010,10,15
-104.7086111,40.4233333,10/15/2010 17:40,greeley,co,us,disk,1380,One saucer shaped metal object over Greeley&#44 Colorado.,2010,10,15
-75.3088889,39.9808333,10/15/2010 20:00,havertown,pa,us,light,240,This happened a few years ago and I&#39ve wondered about it every since. I am an ameteur astronomer and I don&#39t necessarily believe in UFO,2010,10,15
-104.7086111,40.4233333,10/16/2010 18:00,greeley,co,us,sphere,600,round metal ball haning north west of Greeley,2010,10,16
-79.9961111,40.4405556,10/16/2010 22:30,pittsburgh,pa,us,formation,60,A large fast moving V formation of lights.  Appeared to be one craft&#44 no sound.  Was only visible from my vantage point for about a min,2010,10,16
-98.2697222,36.5461111,10/18/2010 2:45,helena,ok,us,triangle,3,Suspicious Object In The Sky,2010,10,18
-122.1330556,38.0194444,10/18/2010 6:30,martinez,ca,us,unknown,30,just a object that moved across the sky at a steady speed,2010,10,18
-79.9961111,40.4405556,10/18/2010 16:00,pittsburgh,pa,us,changing,300,Weird object (shaped like plastic bag) moving across sky.,2010,10,18
-122.3308333,47.6063889,10/19/2010 18:30,seattle,wa,us,light,5,A moment later I looked up again and saw two lights (only slightly smaller and less bright than the planet) below Jupiter.,2010,10,19
-112.0030556,41.1769444,10/19/2010 20:05,riverdale,ut,us,light,20,Two bright lights appear&#44 one after another,2010,10,19
-78.6388889,35.7719444,10/19/2010 20:15,raleigh,nc,us,light,15,2 objects that looked like bright stars moving in parallel about 45 degrees above the horizon,2010,10,19
-124.2827778,42.0527778,10/19/2010 20:30,brookings,or,us,circle,1800,Bright red lights seen in Curry County.,2010,10,19
-82.3011111,35.9172222,10/19/2010 21:19,burnsville,nc,us,unknown,120,3 sets of 3 lights hovering silently in night sky,2010,10,19
-114.2222222,35.2233333,10/20/2010 5:45,golden valley,az,us,unknown,45,sighting 10/20/2010 Arizona 05:45am.,2010,10,20
-83.1933333,37.2494444,10/20/2010 15:30,hazard,ky,us,light,5,Bright ball of light visible for 5 seconds&#44 slowly faded away,2010,10,20
-117.425,47.6588889,10/20/2010 19:00,spokane,wa,us,oval,120,The four (5)of us watched as two glowing objects flew slowly in the sky from the east.  They were flying one directly behind the other,2010,10,20
-75.945,41.2402778,10/20/2010 19:28,plymouth,pa,us,light,20,i saw 2 objects in the sky to the right of jupiter that i cannot understand,2010,10,20
-77.0013889,41.2411111,10/20/2010 19:33,williamsport,pa,us,light,5,2 craft in formation,2010,10,20
-83.6272222,41.5569444,10/22/2010 18:47,perrysburg,oh,us,light,30,UFO spotted following planes.,2010,10,22
-77.0472222,38.8047222,10/22/2010 19:30,alexandria,va,us,light,300,Most unusual fireworks display,2010,10,22
-71.4552778,42.9955556,10/22/2010 19:50,manchester,nh,us,triangle,2,At around 7:50pm EST this evening&#44 Friday October 22nd 2010&#44 I was driving North on 93&#44 just North of Manchester&#44 NH. Above the toll ga,2010,10,22
-122.2697222,37.8044444,10/22/2010 20:00,oakland,ca,us,circle,1200,Orange orb hovering over Bay Area. ANother appears and approaches&#44 and hovers then dissapears. .Moves upand down &#44 dims in/out,2010,10,22
-81.0758333,35.7072222,10/22/2010 21:00,catawba,nc,us,other,600,3 lights to the south.,2010,10,22
-112.0733333,33.4483333,10/22/2010 21:30,phoenix,az,us,circle,600,possible phoenix lights encounter,2010,10,22
-124.1625,40.8022222,10/23/2010 10:30,eureka,ca,us,light,300,A big circular object with a bunch of little blinking lights was hovering in the sky,2010,10,23
-75.6969444,39.7875,10/23/2010 18:50,hockessin,de,us,sphere,900,Large number of unidentified aircraft flying together.,2010,10,23
-112.0733333,33.4483333,10/23/2010 19:39,phoenix,az,us,teardrop,120,Two objects in a bright orange teardrop shape that appeared to be on fire were seen in the northwestern sky.,2010,10,23
-112.0733333,33.4483333,10/23/2010 19:40,phoenix,az,us,fireball,120,2 strange craft spotted over Phoenix&#44 Arizona,2010,10,23
-79.0516667,37.585,10/25/2010 23:30,amherst,va,us,unknown,7200,Our last encounters with ufo on amherst&#44 va farm road,2010,10,25
-110.9258333,32.2216667,10/26/2010 6:30,tucson,az,us,circle,1200,TUCSON&#44 ARIZONA,2010,10,26
-75.3875,40.2794444,10/27/2010 10:00,harleysville,pa,us,light,10,I saw a red light flying through the sky at a very high speed. My first thought was it can&#39t be a plane because it was not blinking&#44 an,2010,10,27
-77.9394444,43.2136111,10/27/2010 21:00,brockport,ny,us,triangle,1800,triangular ufo with 30 or more lights disappering and reappering in differant spots,2010,10,27
-78.88,39.6955556,10/27/2010 23:20,mt. savage,md,us,oval,3600,changing shades of green and blue.  kind o moving in a circular motion.  ((NUFORC Note:  Twinkling stars??  PD)),2010,10,27
-79.9891667,36.1733333,10/28/2010 19:37,oak ridge,nc,us,unknown,420,Star-like Object witnessed above FL600 at a high rate of speed traveling SSE to NNW,2010,10,28
-118.5358333,34.2283333,10/28/2010 22:40,northridge,ca,us,oval,300,I witness a series of lights about 15 to 20 moving south of Roscoe Blvd. As I tried to get closer  it suddently  went the other way in,2010,10,28
-89.9633333,29.9425,10/29/2010 1:15,chalmette,la,us,circle,15,ROUND BLACK DISC HOVERING OVER CHALMETTE&#44 LA,2010,10,29
-97.7427778,30.2669444,10/29/2010 4:05,austin,tx,us,formation,15,Saw a string of about 10 to 12 lights in a loose V-formation very high up moving quickly across the sky in Austin&#44 TX.,2010,10,29
-79.5480556,34.8088889,10/29/2010 6:40,laurel hill,nc,us,changing,300,Large&#44 exploding fireball,2010,10,29
-84.7722222,37.6455556,10/29/2010 8:10,danville,ky,us,rectangle,180,Rectangular craft seen on October 29&#44 2010 in Danville&#44 Kentucky,2010,10,29
-86.9544444,33.4016667,10/29/2010 17:30,bessemer,al,us,teardrop,1200,Four guys see five teardrop/candle light objects spreading a mist&#44 turn into cones&#44 becomes long slivers&#44 and split in the sky.,2010,10,29
-90.8777778,32.3525,10/29/2010 18:20,vicksburg,ms,us,other,15,Blinking lights flying in a triangle formation over Vicksburg&#44 sprayed two large dark clouds of smoke and then the object disappeared,2010,10,29
-81.3413889,35.245,10/29/2010 19:00,kings mountain,nc,us,other,1200,Up in the hills of Kings Mountain. UFO sighting on hwy 161 between 7pm and 7:30 pm EST. Bright orange oblong shaped aircraft.,2010,10,29
-122.6047222,46.9422222,10/29/2010 21:11,yelm,wa,us,triangle,15,Shape&#44 speed&#44 level movement&#44 No sound. and disapeared.,2010,10,29
-88.0477778,42.1705556,10/30/2010 10:30,kildeer,il,us,cylinder,20,Slow and silent,2010,10,30
-84.2947222,37.7477778,10/30/2010 21:00,richmond,ky,us,light,1200,Green falling object from the sky over Richmond Ky 2010,2010,10,30
-82.4586111,27.9472222,10/30/2010 21:58,tampa,fl,us,triangle,60,triangular airplane that sorta looked like it but different hovering over building.,2010,10,30
-97.0502778,40.7744444,10/30/2010 22:00,milford,ne,us,changing,300,cloked ship that the space around it bent as it moved,2010,10,30
-115.1363889,36.175,10/31/2010 5:15,las vegas,nv,us,rectangle,3600,Noticed a bright white light moving across the sky in the north/northwest sky of Las Vegas&#44 Nevada.  It appeared high in the sky.  It w,2010,10,31
-80.0944444,26.9338889,10/31/2010 7:30,jupiter,fl,us,oval,180,On October 31st @ 7:30 pm I locked my truck in my driveway and turned to go back in the front door. I gazed up at the sky and noticed w,2010,10,31
-84.4569444,39.1619444,10/31/2010 19:15,cincinnati,oh,us,fireball,240,Four reddish-orange lights traveling slowly across the sky in Cincinnati&#44 OH,2010,10,31
-80.0944444,26.9338889,10/31/2010 19:30,jupiter,fl,us,oval,180,We saw a questionable object in the sky?,2010,10,31
-73.2077778,41.3325,10/31/2010 20:30,monroe,ct,us,fireball,6,Green fireball with tail seen traveling Southeast. After about 6 seconds it was gone,2010,10,31
-122.2708333,41.2083333,10/31/2010 22:15,dunsmuir,ca,us,circle,30,Big&#44 bright light that left tracers behind it&#44 which abruptly stopped in the sky until it later blinked out of sight.,2010,10,31
-82.0713889,39.8072222,11/1/2010 6:57,roseville,oh,us,circle,60,I saw a VERY bright&#44 very slow moving object that I cannot explain that had almost radiating rings of light when I zoomed with my camer,2010,11,1
-73.8505556,40.7161111,11/1/2010 18:00,forest hills,ny,us,cylinder,60,Cylindrical air craft firing red lights.,2010,11,1
-76.0669444,39.2088889,11/1/2010 22:00,chestertown,md,us,light,5,Light makes two 90 degree turns at high rate of speed.,2010,11,1
-97.7427778,30.2669444,11/2/2010 14:00,austin,tx,us,sphere,40,Silver metallic spherical object moving in the afternoon sky over Austin.,2010,11,2
-72.5902778,42.1013889,11/2/2010 19:15,springfield,ma,us,cigar,10,Large cigar craft traveling at high speed and low altitude.,2010,11,2
-122.2716667,37.8716667,11/2/2010 19:30,berkeley,ca,us,triangle,420,Triangular Configuration of Red Lights over Berkeley&#44 CA,2010,11,2
-124.2166667,43.3666667,11/2/2010 19:45,coos bay,or,us,triangle,5,Black triangle cruised above treetops right over my daughter and me&#33,2010,11,2
-122.1994444,47.6105556,11/3/2010 6:45,bellevue,wa,us,other,300,Students capture UFO shooting light beam on phone camera,2010,11,3
-118.3522222,33.9616667,11/3/2010 11:50,inglewood,ca,us,rectangle,240,Tumbling metallic object in clear sky photographed near Los Angeles International Airport.  ((NUFORC Note:  Balloons??  PD)),2010,11,3
-112.3325,33.6305556,11/3/2010 20:00,surprise,az,us,light,120,Five lights seen at Loop 303 and Grand Avenue Interchange.,2010,11,3
-111.7883333,33.3527778,11/3/2010 23:19,gilbert,az,us,unknown,120,object moved in circles and had green and red lights that created star burst or arrow looking signs moving slowly,2010,11,3
-120.6202778,35.1216667,11/4/2010 10:30,grover beach,ca,us,diamond,5,I have seen a UFO with no lights.  UFO= Un-identified Flying Object,2010,11,4
-103.6155556,29.3213889,11/4/2010 20:45,terlingua,tx,us,fireball,60,Slow moving fire ball over Big Bend National Park observed for 1 minute,2010,11,4
-90.4972222,36.0583333,11/4/2010 21:30,paragould,ar,us,cigar,600,Cigar shaped object with blinking lights drops glowing spheres,2010,11,4
-105.1013889,40.1672222,11/5/2010 8:15,longmont,co,us,chevron,15,V-shaped craft moving silently&#44 one light at the front&#44 two on either wing.,2010,11,5
-119.1941667,34.1477778,11/5/2010 19:30,port hueneme,ca,us,fireball,300,Flying object on fire then glowing White in sky Over Ocean,2010,11,5
-81.9311111,35.715,11/5/2010 21:01,nebo,nc,us,light,180,Brightly glowing orangish colored light flying too low to be &quot;normal&quot; aircraft.,2010,11,5
-94.9222222,39.3111111,11/6/2010 3:00,leavenworth,ks,us,light,60,Run of the Mill UFO,2010,11,6
-92.9480556,39.7119444,11/6/2010 16:30,marceline,mo,us,light,20,Multiple white orbs crossing the road at fencerow height in broad daylight.,2010,11,6
-97.3205556,32.7252778,11/7/2010 1:30,fort worth,tx,us,other,1200,I saw a green circle with a red triangle under it and a round white circle off to the side dancing around in zig zag jurking munements,2010,11,7
-78.0105556,40.4847222,11/8/2010 16:00,huntingdon,pa,us,unknown,60,Reflective object changed flight directions by 90 degrees and disappeared.,2010,11,8
-86.1580556,39.7683333,11/8/2010 18:25,indianapolis,in,us,disk,180,Saucer seen on W. Michigan Street and Porto Alegre,2010,11,8
-84.1766667,42.9977778,11/8/2010 23:30,owosso,mi,us,light,900,Bright white light in the woods&#44 emanating light blue color off of it.,2010,11,8
-78.1947222,38.9180556,11/9/2010 16:00,front royal,va,us,oval,180,Hovering craft in sky,2010,11,9
-97.2377778,33.2613889,11/9/2010 18:30,krum,tx,us,triangle,240,Two red triangles slowly and silently fly single file over Krum&#44 Texas,2010,11,9
-101.8308333,35.2219444,11/9/2010 20:15,amarillo,tx,us,cross,20,a crossed shaped UFO with orange dots,2010,11,9
-78.7377778,42.6288889,11/10/2010 0:00,boston,ny,us,flash,3600,seeing flashing &#44red&#44white and green round object. that moves in a cicular motion very fast.  ((NUFORC Note:  Twinkling star??  PD)),2010,11,10
-82.0647222,35.9152778,11/10/2010 21:00,spruce pine,nc,us,triangle,3600,Red and Yellow Prisms in the Sky over Appalachia,2010,11,10
-70.0161111,44.6388889,11/10/2010 22:00,new sharon,me,us,oval,240,Two UFO&#39s sighted in New Sharon&#44 Maine.,2010,11,10
-78.8869444,33.6888889,11/11/2010 23:30,myrtle beach,sc,us,light,5,5 lights seen over Myrtle Beach SC. ... Not a plane,2010,11,11
-93.4555556,45.0725,11/12/2010 15:30,maple grove,mn,us,sphere,600,Daytime Sighting in Maple Grove,2010,11,12
-117.8894444,34.09,11/13/2010 7:11,west covina,ca,us,changing,180,I seen what I thought was a star towards the mountain area and was looking at it because I never seen a star in that area of sky and it,2010,11,13
-78.9741667,39.4408333,11/13/2010 17:30,keyser,wv,us,light,7,I was in the back yard running my dogs and talking to my father on the phone when I sighted a light moving east to west approx. 5000 ft,2010,11,13
-81.245,33.7630556,11/13/2010 20:30,pelion,sc,us,circle,120,Light in the sky,2010,11,13
-73.0569444,41.2222222,11/14/2010 12:15,milford,ct,us,cylinder,1200,Cylindrical&#44 faceted silver metalic rotating object flying East -West..,2010,11,14
-82.6933333,27.9905556,11/14/2010 19:00,safety harbor,fl,us,light,3600,I went to the pier by my house and witnessed dozes of UFOs in the sky.,2010,11,14
-74.1663889,41.4277778,11/14/2010 21:00,washingtonville,ny,us,unknown,120,The lights&#44 that type of illumination on a plane or jet I have never seen before&#44 and ONLY 2 of them&#44 no others.,2010,11,14
-122.5172222,47.1719444,11/15/2010 13:05,lakewood,wa,us,changing,1200,craft hovers silently changing shape. possible abduction.,2010,11,15
-89.6888889,41.7797222,11/15/2010 23:35,rock falls,il,us,light,5,On November 15 2010 at approximately 11:35 pm&#44 while driving at approximately 60 mph along Route 2 (Dixon Road) near Rock Falls Illinoi,2010,11,15
-77.6308333,34.365,11/16/2010 20:00,topsail beach,nc,us,sphere,300,brigth orange globe that became four objects.,2010,11,16
-78.6388889,35.7719444,11/17/2010 1:32,raleigh,nc,us,other,3,Green scanner laser like light flashes over the sky in Raleigh&#44 NC,2010,11,17
-79.3952778,36.5858333,11/17/2010 4:00,danville,va,us,diamond,3600,A DIAMOND SHAPED OBJECT HOVERED SIDE BY SIDE IN THE SKY FLYING UP FOR 1 HOUR.,2010,11,17
-86.4691667,40.0483333,11/17/2010 7:15,lebanon,in,us,triangle,2,V or triangle shaped object.,2010,11,17
-111.3,47.5002778,11/17/2010 11:00,great falls,mt,us,triangle,60,flew low really low over the hotel i was walking my dog and heard a low click noise im an airfraft mechanic so i know its nothing ive s,2010,11,17
-75.69,37.6041667,11/17/2010 18:15,wachapreague,va,us,unknown,10,low altitude ufo consisting of about 21 windows in groups of 7&#44no shape observed&#44over 100 feet long,2010,11,17
